etid,country,fine,controller_processor,article,violation_type,sector,summary,decision_date_imputed,decision_year,fine_cat,fine_cat2,mapping_key,country_label,violation_type_label,sector_label
ETid-286,SPAIN,540.0,Chenming Ye (Bazar Real),"Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of information obligations,Industry and Commerce,Usage of CCTV camera in a shop without proper information.,No,2020,500.0,0.0,SPAIN-2020,27,4,5
ETid-285,SPAIN,5000.0,Consulting De Seguridad E Investigacion Mira Dp Madrid S.L.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"Finance, Insurance and Consulting",A data subject has received marketing messages without having consented.,No,2020,5000.0,3.0,SPAIN-2020,27,6,2
ETid-284,HUNGARY,870.0,Creditor,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"Finance, Insurance and Consulting","Sending of SMS to a data subject as a reminder for a debt, even when the debt has already been paid.",No,2020,900.0,0.0,HUNGARY-2020,12,6,2
ETid-283,FINLAND,72000.0,Taksi Helsinki,"Art. 5 GDPR, Art. 6 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles,Transportation and Energy,"Among other things, the company had not assessed the risks and consequences of processing personal data before introducing a camera surveillance system that records audio and video in its taxis and had also failed to conduct data protection impact assessments of its processing activities, including the surveillance of security cameras, the processing of location data, automated decision making and profiling as part of its loyalty program. Furthermore, the processing of audio data was not in line with the GDPR principle of data minimization.",No,2020,72000.0,8.0,FINLAND-2020,8,8,9
ETid-282,BELGIUM,1000.0,Non-Profit Organisation,"Art. 6 GDPR, Art. 21 GDPR",Insufficient fulfilment of data subjects rights,Individuals and Private Associations,"The Belgian data protection authority has imposed a fine of EUR 1000 on a non-profit organisation for sending out direct marketing messages, despite the fact that data subjects had exercised their right to erasure and objection. The organisation claimed that it was relying on legitimate interests as a legal basis and not on the explicit consent of the data subjects. The data protection authority, however, denied the existence of any outweighing of legitimate interests.",No,2020,1000.0,0.0,BELGIUM-2020,1,3,4
ETid-281,FINLAND,12500.0,Unknown Company,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,Employment,Processing of employee data without sufficient legal basis.,No,2020,12500.0,5.0,FINLAND-2020,8,6,1
ETid-280,FINLAND,16000.0,Kymen Vesi Oy,Art. 35 GDPR,Non-compliance with general data processing principles,Employment,Fine for failure to carry out a data protection impact assessment ('DPIA') for the processing of location data of employees with a vehicle information system,No,2020,16000.0,5.0,FINLAND-2020,8,8,1
ETid-279,FINLAND,100000.0,Posti Group Oyj,"Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,Transportation and Energy,The decision relates to complaints alleging that data subjects received direct marketing from the company although they had requested that their postal data be deleted. Investigations also revealed that the data protection information provided by the company was not transparent enough.,No,2020,100000.0,8.0,FINLAND-2020,8,3,9
ETid-278,IRELAND,75000.0,Tusla Child And Family Agency,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,Public Sector and Education,"The company has erroneously disclosed personal data, including information about children, to unauthorized persons. In one case, the contact and location data of a mother and a child were disclosed to an alleged offender, and in two other cases, data about children in foster care were improperly disclosed to blood relatives, including in one case to a father in prison.",No,2020,75000.0,8.0,IRELAND-2020,14,6,7
ETid-277,DENMARK,6700.0,Jobteam A/S Dkk,Art. 15 GDPR,Insufficient fulfilment of data subjects rights,Employment,The company has deleted personal data affected by a request for access without legal reason.,No,2020,6700.0,4.0,DENMARK-2020,6,3,1
ETid-276,SWEDEN,11200.0,Health And Medical Board Of The Region Of Örebro County,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,Public Sector and Education,Publication of personal data of a patient without sufficient legal basis.,No,2020,11200.0,5.0,SWEDEN-2020,28,6,7
ETid-275,ROMANIA,5000.0,Banca Comercială Română Sa,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,"Finance, Insurance and Consulting",The data protection authority finds that the company has not taken adequate technical and organisational measures to ensure an adequate level of information security. This applies in particular to the collection and transmission of copies of customers' identification documents via WhatsApp.,No,2020,5000.0,3.0,ROMANIA-2020,25,7,2
ETid-274,THE NETHERLANDS,725000.0,Unknown Organisation,"Art. 5 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,Employment,"The organisation had required its staff to have their fingerprints scanned to record attendance. However, as the decision of the data protection authority stated, the organisation could not rely on exceptions to the processing of this special category of personal data and the company could also not provide any evidence that the employees had given their consent to this data processing.",No,2020,725000.0,9.0,THENETHERLANDS-2020,29,6,1
ETid-273,SWEDEN,18700.0,National Government Service Centre (Ngsc),"Art. 33 GDPR, Art. 34 GDPR",Insufficient fulfilment of data breach notification obligations,Public Sector and Education,The DPA's decision shows that it took almost five months for the company to notify the data subjects of a data breach and almost three months for the DPA to receive a notification of a data breach concerning an security lack of IT systems of the company.,No,2020,18700.0,5.0,SWEDEN-2020,28,2,7
ETid-272,BELGIUM,50000.0,Proximus Sa,"Art. 31 GDPR, Art. 58 GDPR, Art. 37 GDPR",Insufficient involvement of data protection officer,"Media, Telecoms and Broadcasting","According to the data protection authority, the company's data protection officer was not sufficiently involved in the processing of personal data breaches and the company did not have a system in place to prevent a conflict of interest of the DPO, who also held numerous other positions within the company (head of compliance and audit department), which led the DPA to the conclusion that the company's DPO was not able to work independently.",No,2020,50000.0,7.0,BELGIUM-2020,1,5,6
ETid-271,GERMANY,50000.0,Unknown Company,"Art. 15 GDPR, Art. 28 GDPR",Insufficient fulfilment of data subjects rights,Unknown,"The data controller had engaged an external company to carry out the duties of access to data according to Art. 15 GDPR. However, the engaged company conducted the correspondence with the data subjects under its own logo and in English language, so that it was not apparent to the data subjects who was responsible for the data processing. As a result, the data controller infringed the principle of transparency laid down in Art. 12 GDPR and did not sufficiently fulfil its obligations to provide information in accordance with Art. 15 GDPR. In addition, the data protection supervisory authority found that no written contract for data processing had been concluded between the data controller and the external company, thus constituting a further breach of Art. 28 (9) GDPR.",No,2019,50000.0,7.0,GERMANY-2019,10,3,10
ETid-270,BULGARIA,5110.0,Utility Company,Art. 6 (1) GDPR,Insufficient legal basis for data processing,Industry and Commerce,"The fine of EUR ca. 5,113 was imposed on a Bulgarian utility company for unlawful processing of the personal data of the data subject V.V. The personal data of V.V. was unlawfully processed and subsequently used for initiating an enforcement case against him for outstanding payment obligations. During the enforcement case, the bailiff seized the data subject’s salary, and the latter suffered damages as a result of the unlawful processing.",No,2020,5100.0,4.0,BULGARIA-2020,2,6,5
ETid-269,BULGARIA,2560.0,L.E. Eood,"Art. 25 (1) GDPR, Art. 32 GDPR, Art. 6 GDPR",Insufficient technical and organisational measures to ensure information security,Industry and Commerce,"The fine of ca EUR 2,557 was imposed on L.E. EOOD for unlawful processing of personal data of data subject I.S. without the knowing and the consent of the data subject and also without a valid contractual relationship between L.E. EOOD and I.S. The enterprise processed the personal data of I.S. unlawfully seven times in duration of 3 months by failure to adopt technical and organizational measures to ensure the information security. In addition to the fine, the Commission for Personal Data Protection (“KZLD”) instructed L.E. EOOD to do regular inspections of its data processing activities, to do risk analysis regarding customers and employees and to conduct periodic trainings of the employees. The KZLD also ordered L.E. EOOD to archive and keep the documents containing the personal data only for limited purposes and the timeframe as required by law.",No,2020,2600.0,2.0,BULGARIA-2020,2,7,5
ETid-268,BULGARIA,2560.0,T.K. Eood,"Art. 25 (1) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,Industry and Commerce,"The fine of ca. EUR 2,557 was imposed on T.K. EOOD for unlawful processing of personal data of data subject I.S. by failure to adopt technical and organizational measures to ensure the information security. T.K. EOOD processed the personal data of I.S. unlawfully nine times in duration of five months. The breaches caused damages to the data subject.",No,2020,2600.0,2.0,BULGARIA-2020,2,7,5
ETid-267,POLAND,4400.0,Vis Consulting Sp. Z O.O.,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,"Finance, Insurance and Consulting","The company prevented an inspection by the data protection authority. As a result, the company has violated Article 31 in conjunction with Article 58(1)(e) and (f) of the GDPR.",No,2020,4400.0,3.0,POLAND-2020,23,0,2
